contamination,query_genus,target_genus,,I# query,I# target,query_seq,target_seq,,%similar,length of match (bp),tlength,qlength,mismatch,gapopen, qstart ,qend ,,tstart ,tend ,,evalue,note 
,Promuscidea,Glyphomerus,,I27405,I24051,L631_MERG00091_0101_SUPERCONTIG,L52_MERG00373_0101_SUPERCONTIG,.,100.00,76,657,793,0,0,718,793,,582,657,,6.00E-32,betweenloci
,Promuscidea,Grooca,,I27405,I29048,L420_MERG00091_0101_SUPERCONTIG,L421_MERG00247_0101_SUPERCONTIG,.,95.21,167,1458,442,7,1,175,340,,322,488,,6.00E-69,betweenloci
,Promuscidea,Grooca,,I27405,I29053,L939_MERG00091_0101_SUPERCONTIG,L939_MERG00248_0101_SUPERCONTIG,.,95.67,208,996,340,9,0,3,210,,313,520,,5.00E-94,withinloci
,Promuscidea,Heydenia,,I27405,I23250,L420_MERG00091_0101_SUPERCONTIG,L421_MERG00249_0101_SUPERCONTIG,.,95.76,165,1234,442,7,0,169,333,,90,254,,5.00E-70,betweenloci
,Promuscidea,Heydenia,,I27405,I23250,L419_MERG00091_0101_SUPERCONTIG,L419_MERG00249_0101_SUPERCONTIG,.,95.51,156,1061,487,7,0,105,260,,408,563,,4.00E-68,withinloci
,Promuscidea,Leiosema,,I27405,I16357,L358_MERG00091_0101_SUPERCONTIG,L71_MERG00107_0101_SUPERCONTIG,.,100.00,70,1637,1543,0,0,962,1031,,71,2,,2.00E-28,betweenloci
,Promuscidea,Leiosema,,I27405,I16357,L358_MERG00091_0101_SUPERCONTIG,L71_MERG00107_0101_SUPERCONTIG,.,100.00,67,1637,1543,0,0,1032,1098,,3,69,,1.00E-26,betweenloci
,Promuscidea,Lelapsomorpha,,I27405,I23212,L366_MERG00091_0101_SUPERCONTIG,L367_MERG00260_0101_SUPERCONTIG,.,95.71,70,1414,540,3,0,471,540,,666,735,,8.00E-24,betweenloci
,Promuscidea,Metapelma,,I27405,I24012,L374_MERG00091_0101_SUPERCONTIG,L374_MERG00156_0101_SUPERCONTIG,.,96.88,64,445,529,2,0,15,78,,1,64,,3.00E-25,withinloci
,Promuscidea,Palmon,,I27405,I26389,L398_MERG00091_0101_SUPERCONTIG,L272_MERG00381_0101_SUPERCONTIG,.,98.61,72,654,535,1,0,464,535,,77,6,,3.00E-28,betweenloci
,Promuscidea,Solenura,,I27405,I27397,L198_MERG00091_0101_SUPERCONTIG,L197_MERG00255_0101_SUPERCONTIG,.,100.00,148,709,319,0,0,1,148,,562,709,,2.00E-72,betweenloci
,Promuscidea,Solenura,,I27405,I27397,L1001_MERG00091_0101_SUPERCONTIG,L1001_MERG00255_0101_SUPERCONTIG,.,100.00,295,1273,295,0,0,1,295,,663,957,,7.00E-157,withinloci
,Promuscidea,Solenura,,I27405,I27397,L198_MERG00091_0101_SUPERCONTIG,L198_MERG00255_0101_SUPERCONTIG,.,100.00,319,633,319,0,0,1,319,,314,632,,1.00E-170,withinloci
,Promuscidea,Solenura,,I27405,I27397,L62_MERG00091_0101_SUPERCONTIG,L62_MERG00255_0101_SUPERCONTIG,.,100.00,239,432,368,0,0,1,239,,194,432,,5.00E-126,withinloci
,Promuscidea,Solenura,,I27405,I27397,L641_MERG00091_0101_SUPERCONTIG,L641_MERG00255_0101_SUPERCONTIG,.,100.00,332,876,332,0,0,1,332,,364,695,,1.00E-177,withinloci
,Promuscidea,Solenura,,I27405,I27397,L931_MERG00091_0101_SUPERCONTIG,L931_MERG00255_0101_SUPERCONTIG,.,99.65,286,1023,714,1,0,429,714,,267,552,,6.00E-150,withinloci
,Propalachia,Adontomerus,,I26468,I29034,L795_MERG00383_0101_SUPERCONTIG,L796_MERG00375_0101_SUPERCONTIG,.,95.04,282,945,895,14,0,575,856,,23,304,,4.00E-123,betweenloci
,Propalachia,Microdontomerus,,I26468,I29033,L366_MERG00383_0101_SUPERCONTIG,L366_MERG00377_0101_SUPERCONTIG,.,97.10,69,1405,763,2,0,1,69,,534,602,,8.00E-28,withinloci
,Propalachia,Microdontomerus,,I26468,I29033,L920_MERG00383_0101_SUPERCONTIG,L920_MERG00377_0101_SUPERCONTIG,.,95.45,88,1111,1014,1,3,76,160,,195,282,,8.00E-34,withinloci
,Propalachia,Palachia,,I26468,I26445,L660_MERG00383_0101_SUPERCONTIG,L659_MERG00380_0101_SUPERCONTIG,.,97.96,98,1375,1142,2,0,1,98,,751,848,,1.00E-40,betweenloci
,Propalachia,Palachia,,I26468,I26445,L758_MERG00383_0101_SUPERCONTIG,L757_MERG00380_0101_SUPERCONTIG,.,97.17,106,1398,1031,3,0,889,994,,1293,1398,,2.00E-43,betweenloci
,Propalachia,Palachia,,I26468,I26445,L660_MERG00383_0101_SUPERCONTIG,L660_MERG00380_0101_SUPERCONTIG,.,97.96,98,1316,1142,2,0,1,98,,299,396,,2.00E-43,withinloci
,Propalachia,Palachia,,I26468,I26445,L68_MERG00383_0101_SUPERCONTIG,L68_MERG00380_0101_SUPERCONTIG,.,95.70,93,1086,839,4,0,747,839,,871,963,,1.00E-37,withinloci
,Propalachia,Platykula,,I26468,I26397,L339_MERG00383_0101_SUPERCONTIG,L338_MERG00390_0101_SUPERCONTIG,.,97.25,109,980,809,3,0,653,761,,872,980,,3.00E-45,betweenloci
,Propalachia,Platykula,,I26468,I26397,L339_MERG00383_0101_SUPERCONTIG,L339_MERG00390_0101_SUPERCONTIG,.,96.82,157,902,809,5,0,653,809,,709,865,,1.00E-71,withinloci
,Propalachia,Platykula,,I26468,I26397,L501_MERG00383_0101_SUPERCONTIG,L501_MERG00390_0101_SUPERCONTIG,.,96.23,212,795,874,8,0,378,589,,168,379,,3.00E-97,withinloci
,Propalachia,Signiphora,,I26468,I26420,L893_MERG00383_0101_SUPERCONTIG,L893_MERG00359_0101_SUPERCONTIG,.,100.00,305,305,698,0,0,92,396,,1,305,,2.00E-162,withinloci
,Propalachia,Torymus,,I26468,I29037,L618_MERG00383_0101_SUPERCONTIG,L618_MERG00389_0101_SUPERCONTIG,.,95.26,654,1334,691,27,4,37,688,,443,1094,,0.0,withinloci
,Proshizonotus,Agamerion,,I23215,I26466,L400_MERG00254_0101_SUPERCONTIG,L399_MERG00240_0101_SUPERCONTIG,.,96.79,280,1053,1017,7,2,425,702,,774,1053,,1.00E-129,betweenloci
,Proshizonotus,Agamerion,,I23215,I26466,L571_MERG00254_0101_SUPERCONTIG,L572_MERG00240_0101_SUPERCONTIG,.,95.65,184,1171,929,8,0,362,545,,6,189,,1.00E-78,betweenloci
,Proshizonotus,Agamerion,,I23215,I26466,L1018_MERG00254_0101_SUPERCONTIG,L1018_MERG00240_0101_SUPERCONTIG,.,98.82,169,1454,1191,2,0,1023,1191,,906,1074,,3.00E-83,withinloci
,Proshizonotus,Agamerion,,I23215,I26466,L245_MERG00254_0101_SUPERCONTIG,L245_MERG00240_0101_SUPERCONTIG,.,96.53,173,1004,1064,6,0,1,173,,134,306,,8.00E-79,withinloci
,Proshizonotus,Agamerion,,I23215,I26466,L5_MERG00254_0101_SUPERCONTIG,L5_MERG00240_0101_SUPERCONTIG,.,96.49,741,1088,753,22,4,14,753,,222,959,,0.0,withinloci
,Proshizonotus,Agamerion,,I23215,I26466,L618_MERG00254_0101_SUPERCONTIG,L618_MERG00240_0101_SUPERCONTIG,.,95.67,670,1073,1014,22,4,350,1014,,374,1041,,0.0,withinloci
,Proshizonotus,Agamerion,,I23215,I26466,L802_MERG00254_0101_SUPERCONTIG,L802_MERG00240_0101_SUPERCONTIG,.,95.74,141,1274,1178,6,0,65,205,,1,141,,5.00E-61,withinloci
,Proshizonotus,Bootanomyia,,I23215,I26440,L6_MERG00254_0101_SUPERCONTIG,L7_MERG00181_0101_SUPERCONTIG,.,95.78,237,1414,955,9,1,336,571,,81,317,,4.00E-104,betweenloci
,Proshizonotus,Boucekius,,I23215,I27439,L242_MERG00254_0101_SUPERCONTIG,L242_MERG00241_0101_SUPERCONTIG,.,96.12,129,832,999,5,0,61,189,,1,129,,4.00E-56,withinloci
,Proshizonotus,Epistenia,,I23215,I23214,L423_MERG00254_0101_SUPERCONTIG,L424_MERG00246_0101_SUPERCONTIG,.,96.27,134,1126,1310,4,1,1178,1310,,532,665,,4.00E-55,betweenloci
,Proshizonotus,Epistenia,,I23215,I23214,L424_MERG00254_0101_SUPERCONTIG,L423_MERG00246_0101_SUPERCONTIG,.,95.80,357,1252,930,12,3,327,681,,884,1239,,5.00E-162,betweenloci
,Proshizonotus,Epistenia,,I23215,I23214,L506_MERG00254_0101_SUPERCONTIG,L505_MERG00246_0101_SUPERCONTIG,.,95.98,224,1211,1034,9,0,418,641,,943,1166,,4.00E-99,betweenloci
,Proshizonotus,Epistenia,,I23215,I23214,L690_MERG00254_0101_SUPERCONTIG,L691_MERG00246_0101_SUPERCONTIG,.,95.95,74,1046,1211,2,1,1138,1211,,782,854,,4.00E-25,betweenloci
,Proshizonotus,Epistenia,,I23215,I23214,L691_MERG00254_0101_SUPERCONTIG,L690_MERG00246_0101_SUPERCONTIG,.,96.15,104,1212,1083,3,1,802,905,,1110,1212,,3.00E-40,betweenloci
,Proshizonotus,Epistenia,,I23215,I23214,L690_MERG00254_0101_SUPERCONTIG,L690_MERG00246_0101_SUPERCONTIG,.,95.95,74,1212,1211,2,1,1138,1211,,1110,1182,,4.00E-28,withinloci
,Proshizonotus,Epistenia,,I23215,I23214,L753_MERG00254_0101_SUPERCONTIG,L753_MERG00246_0101_SUPERCONTIG,.,95.57,271,1099,1081,12,0,452,722,,440,710,,3.00E-123,withinloci
,Proshizonotus,Epistenia,,I23215,I23214,L768_MERG00254_0101_SUPERCONTIG,L768_MERG00246_0101_SUPERCONTIG,.,96.13,775,1212,1294,26,4,462,1236,,442,1212,,0.0,withinloci
,Proshizonotus,Grooca,,I23215,I29053,L501_MERG00254_0101_SUPERCONTIG,L500_MERG00248_0101_SUPERCONTIG,.,96.63,208,1256,1038,7,0,394,601,,889,1096,,1.00E-93,betweenloci
,Proshizonotus,Habritys,,I23215,I21959,L618_MERG00254_0101_SUPERCONTIG,L617_MERG00334_0101_SUPERCONTIG,.,95.06,425,1202,1014,20,1,352,775,,773,1197,,0.0,betweenloci
,Proshizonotus,Hetreulophus,,I23215,I23226,L112_MERG00254_0101_SUPERCONTIG,L112_MERG00267_0101_SUPERCONTIG,.,98.97,292,1087,1125,3,0,439,730,,483,774,,7.00E-150,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L1028_MERG00254_0101_SUPERCONTIG,L1027_MERG00250_0101_SUPERCONTIG,.,95.56,248,730,1152,11,0,1,248,,289,536,,4.00E-109,betweenloci
,Proshizonotus,Nepistenia,,I23215,I27452,L440_MERG00254_0101_SUPERCONTIG,L439_MERG00250_0101_SUPERCONTIG,.,95.88,243,788,1095,9,1,82,324,,244,485,,2.00E-107,betweenloci
,Proshizonotus,Nepistenia,,I23215,I27452,L440_MERG00254_0101_SUPERCONTIG,L439_MERG00250_0101_SUPERCONTIG,.,97.41,116,788,1095,3,0,503,618,,671,786,,4.00E-49,betweenloci
,Proshizonotus,Nepistenia,,I23215,I27452,L480_MERG00254_0101_SUPERCONTIG,L481_MERG00250_0101_SUPERCONTIG,.,95.45,242,827,1096,10,1,856,1096,,293,534,,3.00E-105,betweenloci
,Proshizonotus,Nepistenia,,I23215,I27452,L480_MERG00254_0101_SUPERCONTIG,L481_MERG00250_0101_SUPERCONTIG,.,96.77,124,827,1096,4,0,475,598,,1,124,,7.00E-52,betweenloci
,Proshizonotus,Nepistenia,,I23215,I27452,L1_MERG00254_0101_SUPERCONTIG,L1_MERG00250_0101_SUPERCONTIG,.,95.34,451,998,1221,21,0,396,846,,271,721,,0.0,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L362_MERG00254_0101_SUPERCONTIG,L362_MERG00250_0101_SUPERCONTIG,.,98.26,172,839,1254,3,0,1036,1207,,668,839,,4.00E-83,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L366_MERG00254_0101_SUPERCONTIG,L366_MERG00250_0101_SUPERCONTIG,.,96.60,206,834,1120,7,0,1,206,,4,209,,2.00E-95,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L386_MERG00254_0101_SUPERCONTIG,L386_MERG00250_0101_SUPERCONTIG,.,95.83,96,815,1216,4,0,58,153,,1,96,,2.00E-39,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L424_MERG00254_0101_SUPERCONTIG,L424_MERG00250_0101_SUPERCONTIG,.,96.68,512,696,930,13,4,328,837,,187,696,,0.0,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L439_MERG00254_0101_SUPERCONTIG,L439_MERG00250_0101_SUPERCONTIG,.,95.88,243,788,1157,9,1,432,674,,244,485,,2.00E-110,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L439_MERG00254_0101_SUPERCONTIG,L439_MERG00250_0101_SUPERCONTIG,.,97.41,116,788,1157,3,0,853,968,,671,786,,4.00E-52,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L481_MERG00254_0101_SUPERCONTIG,L481_MERG00250_0101_SUPERCONTIG,.,96.77,124,827,1143,4,0,114,237,,1,124,,8.00E-55,withinloci
,Proshizonotus,Nepistenia,,I23215,I27452,L927_MERG00254_0101_SUPERCONTIG,L927_MERG00250_0101_SUPERCONTIG,.,96.08,102,842,1180,4,0,756,857,,741,842,,1.00E-42,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L254_MERG00254_0101_SUPERCONTIG,L254_MERG00253_0101_SUPERCONTIG,.,95.19,104,2674,3144,4,1,1619,1721,,1,104,,1.00E-40,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L254_MERG00254_0101_SUPERCONTIG,L254_MERG00253_0101_SUPERCONTIG,.,95.19,104,2674,3144,4,1,1619,1721,,1338,1441,,1.00E-40,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L254_MERG00254_0101_SUPERCONTIG,L254_MERG00253_0101_SUPERCONTIG,.,95.19,104,2674,3144,4,1,47,149,,1,104,,1.00E-40,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L254_MERG00254_0101_SUPERCONTIG,L254_MERG00253_0101_SUPERCONTIG,.,95.19,104,2674,3144,4,1,47,149,,1338,1441,,1.00E-40,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L394_MERG00254_0101_SUPERCONTIG,L394_MERG00253_0101_SUPERCONTIG,.,96.51,401,953,1337,14,0,507,907,,256,656,,0.0,withinloci
,Proshizonotus,Parepistenia,,I23215,I27418,L746_MERG00254_0101_SUPERCONTIG,L746_MERG00253_0101_SUPERCONTIG,.,95.38,584,830,1072,26,1,435,1018,,248,830,,0.0,withinloci
,Proshizonotus,Plutothrix,,I23215,I21925,L501_MERG00254_0101_SUPERCONTIG,L500_MERG00341_0101_SUPERCONTIG,.,97.64,212,1155,1038,5,0,389,600,,827,1038,,4.00E-99,betweenloci
,Proshizonotus,Rileya,,I23215,I26424,L46_MERG00254_0101_SUPERCONTIG,L47_MERG00175_0101_SUPERCONTIG,.,96.02,201,1346,1186,8,0,579,779,,283,483,,6.00E-88,betweenloci
,Proshizonotus,Rivasia,,I23215,I27435,L23_MERG00254_0101_SUPERCONTIG,L23_MERG00320_0101_SUPERCONTIG,.,95.31,256,971,1065,12,0,639,894,,716,971,,7.00E-115,withinloci
,Proshizonotus,Savzdargia,,I23215,I27444,L321_MERG00254_0101_SUPERCONTIG,L321_MERG00085_0101_SUPERCONTIG,.,95.38,238,808,914,10,1,371,607,,286,523,,4.00E-106,withinloci
,Protanaostigma,Endobia,,I23220,I21935,L1006_MERG00361_0101_SUPERCONTIG,L1006_MERG00164_0101_SUPERCONTIG,.,95.01,421,1180,946,19,2,197,616,,360,779,,0.0,withinloci
,Protanaostigma,Homoporus,,I23220,I21919,L432_MERG00361_0101_SUPERCONTIG,L430_MERG00336_0101_SUPERCONTIG,.,96.26,107,1396,987,3,1,1,106,,114,220,,7.00E-42,betweenloci
,Protanaostigma,Platykula,,I23220,I26397,L432_MERG00361_0101_SUPERCONTIG,L431_MERG00390_0101_SUPERCONTIG,.,97.12,104,692,987,3,0,1,104,,395,498,,2.00E-42,betweenloci
,Protanaostigma,Plutothrix,,I23220,I21925,L501_MERG00361_0101_SUPERCONTIG,L500_MERG00341_0101_SUPERCONTIG,.,97.03,202,1155,1164,6,0,431,632,,835,1036,,7.00E-92,betweenloci
,Protanaostigma,Polynema,,I23220,I26434,L277_MERG00361_0101_SUPERCONTIG,L277_MERG00205_0101_SUPERCONTIG,.,99.60,494,494,788,2,0,95,588,,1,494,,0.0,withinloci
,Protanaostigma,Tanaostigma,,I23220,I8171,L111_MERG00361_0101_SUPERCONTIG,L111_MERG00362_0101_SUPERCONTIG,.,95.15,227,898,1053,11,0,451,677,,511,737,,2.00E-100,withinloci
,Protanaostigma,Tanaostigmodes,,I23220,I23223,L359_MERG00361_0101_SUPERCONTIG,L362_MERG00363_0101_SUPERCONTIG,.,96.04,227,1193,902,9,0,644,870,,1,227,,7.00E-101,betweenloci
,Protanaostigma,Tanaostigmodes,,I23220,I23223,L20_MERG00361_0101_SUPERCONTIG,L20_MERG00363_0101_SUPERCONTIG,.,95.24,84,1218,1208,4,0,1004,1087,,1135,1218,,2.00E-32,withinloci
,Protanaostigma,Tanaostigmodes,,I23220,I23223,L571_MERG00361_0101_SUPERCONTIG,L571_MERG00363_0101_SUPERCONTIG,.,95.38,65,1026,756,3,0,692,756,,822,886,,6.00E-24,withinloci
,Protanaostigma,Tanaostigmodes,,I23220,I23223,L768_MERG00361_0101_SUPERCONTIG,L768_MERG00363_0101_SUPERCONTIG,.,95.61,638,1122,996,20,5,365,996,,444,1079,,0.0,withinloci
,Protanaostigma,Tanaostigmodes,,I23220,I23223,L937_MERG00361_0101_SUPERCONTIG,L937_MERG00363_0101_SUPERCONTIG,.,95.62,297,973,1245,13,0,481,777,,404,700,,6.00E-136,withinloci
,Pseudidarnes,Anidarnes,,I29052,I23967,L215_MERG00010_0101_SUPERCONTIG,L214_MERG00008_0101_SUPERCONTIG,.,95.50,200,683,438,8,1,25,224,,485,683,,1.00E-85,betweenloci
,Pseudidarnes,Anidarnes,,I29052,I23967,L419_MERG00010_0101_SUPERCONTIG,L419_MERG00008_0101_SUPERCONTIG,.,95.70,186,383,962,8,0,393,578,,47,232,,8.00E-83,withinloci
,Pseudidarnes,Anidarnes,,I29052,I23967,L502_MERG00010_0101_SUPERCONTIG,L502_MERG00008_0101_SUPERCONTIG,.,95.95,296,665,851,12,0,316,611,,89,384,,3.00E-137,withinloci
,Pseudidarnes,Cea,,I29052,I29013,L939_MERG00010_0101_SUPERCONTIG,L939_MERG00233_0101_SUPERCONTIG,.,95.21,313,1145,761,12,3,30,342,,436,745,,6.00E-141,withinloci
,Pseudidarnes,Clytina,,I29052,I26412,L500_MERG00010_0101_SUPERCONTIG,L501_MERG00357_0101_SUPERCONTIG,.,95.65,138,943,857,6,0,416,553,,139,276,,2.00E-56,betweenloci
,Pseudidarnes,Elasmus,,I29052,I21687,L433_MERG00010_0101_SUPERCONTIG,L434_MERG00123_0101_SUPERCONTIG,.,96.26,107,1475,489,4,0,355,461,,37,143,,9.00E-43,betweenloci
,Pseudidarnes,Grooca,,I29052,I29053,L709_MERG00010_0101_SUPERCONTIG,L710_MERG00248_0101_SUPERCONTIG,.,95.31,213,962,403,10,0,142,354,,204,416,,9.00E-92,betweenloci
,Pseudidarnes,Idarnes,,I29052,I23252,L359_MERG00010_0101_SUPERCONTIG,L362_MERG00009_0101_SUPERCONTIG,.,96.83,63,1202,965,2,0,903,965,,531,593,,2.00E-21,betweenloci
,Pseudidarnes,Idarnes,,I29052,I23252,L359_MERG00010_0101_SUPERCONTIG,L362_MERG00009_0101_SUPERCONTIG,.,98.33,240,1202,965,4,0,581,820,,194,433,,2.00E-116,betweenloci
,Pseudidarnes,Idarnes,,I29052,I23252,L1006_MERG00010_0101_SUPERCONTIG,L1006_MERG00009_0101_SUPERCONTIG,.,95.64,413,948,880,18,0,175,587,,289,701,,0.0,withinloci
,Pseudidarnes,Idarnes,,I29052,I23252,L362_MERG00010_0101_SUPERCONTIG,L362_MERG00009_0101_SUPERCONTIG,.,95.16,124,1202,1188,6,0,1,124,,6,129,,2.00E-51,withinloci
,Pseudidarnes,Idarnes,,I29052,I23252,L362_MERG00010_0101_SUPERCONTIG,L362_MERG00009_0101_SUPERCONTIG,.,98.33,240,1202,1188,4,0,203,442,,194,433,,3.00E-119,withinloci
,Pseudidarnes,Idarnes,,I29052,I23252,L363_MERG00010_0101_SUPERCONTIG,L363_MERG00009_0101_SUPERCONTIG,.,98.20,111,1695,1759,1,1,2,112,,49,158,,8.00E-50,withinloci
,Pseudidarnes,Idarnes,,I29052,I23252,L768_MERG00010_0101_SUPERCONTIG,L768_MERG00009_0101_SUPERCONTIG,.,96.18,524,907,919,16,2,397,919,,283,803,,0.0,withinloci
,Pseudidarnes,Idarnes,,I29052,I23252,L995_MERG00010_0101_SUPERCONTIG,L995_MERG00009_0101_SUPERCONTIG,.,96.13,284,1131,921,11,0,305,588,,474,757,,3.00E-132,withinloci
,Pseudidarnes,Ormocerus,,I29052,I24033,L500_MERG00010_0101_SUPERCONTIG,L501_MERG00318_0101_SUPERCONTIG,.,96.97,132,819,857,4,0,416,547,,18,149,,2.00E-56,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L175_MERG00010_0101_SUPERCONTIG,L176_MERG00393_0101_SUPERCONTIG,.,99.42,516,539,825,3,0,310,825,,1,516,,0.0,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L177_MERG00010_0101_SUPERCONTIG,L176_MERG00393_0101_SUPERCONTIG,.,99.57,460,539,1320,2,0,1,460,,80,539,,0.0,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L378_MERG00010_0101_SUPERCONTIG,L377_MERG00393_0101_SUPERCONTIG,.,100.00,335,1566,1204,0,0,1,335,,1232,1566,,9.00E-176,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L506_MERG00010_0101_SUPERCONTIG,L505_MERG00393_0101_SUPERCONTIG,.,99.71,340,369,844,1,0,1,340,,30,369,,5.00E-177,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L577_MERG00010_0101_SUPERCONTIG,L576_MERG00393_0101_SUPERCONTIG,.,100.00,556,556,1003,0,0,69,624,,1,556,,0.0,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L999_MERG00010_0101_SUPERCONTIG,L1000_MERG00393_0101_SUPERCONTIG,.,100.00,329,454,795,0,0,467,795,,1,329,,1.00E-172,betweenloci
,Pseudidarnes,Poropoea,,I29052,I29006,L1000_MERG00010_0101_SUPERCONTIG,L1000_MERG00393_0101_SUPERCONTIG,.,99.56,454,454,816,2,0,323,776,,1,454,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L149_MERG00010_0101_SUPERCONTIG,L149_MERG00393_0101_SUPERCONTIG,.,100.00,360,360,832,0,0,186,545,,1,360,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L176_MERG00010_0101_SUPERCONTIG,L176_MERG00393_0101_SUPERCONTIG,.,99.81,539,539,899,1,0,113,651,,1,539,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L358_MERG00010_0101_SUPERCONTIG,L358_MERG00393_0101_SUPERCONTIG,.,100.00,1009,2556,1605,0,0,440,1448,,1548,2556,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L398_MERG00010_0101_SUPERCONTIG,L398_MERG00393_0101_SUPERCONTIG,.,100.00,317,317,708,0,0,207,523,,1,317,,5.00E-169,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L438_MERG00010_0101_SUPERCONTIG,L438_MERG00393_0101_SUPERCONTIG,.,100.00,439,439,1002,0,0,277,715,,1,439,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L505_MERG00010_0101_SUPERCONTIG,L505_MERG00393_0101_SUPERCONTIG,.,99.73,369,369,1009,1,0,379,747,,1,369,,0.0,withinloci
,Pseudidarnes,Poropoea,,I29052,I29006,L576_MERG00010_0101_SUPERCONTIG,L576_MERG00393_0101_SUPERCONTIG,.,100.00,556,556,668,0,0,99,654,,1,556,,0.0,withinloci
,Pseudidarnes,Premiscogaster,,I29052,I26380,L1022_MERG00010_0101_SUPERCONTIG,L1022_MERG00328_0101_SUPERCONTIG,.,95.77,213,1026,1008,9,0,366,578,,434,646,,5.00E-96,withinloci
,Pseudidarnes,Spalangiopelta,,I29052,I24055,L709_MERG00010_0101_SUPERCONTIG,L710_MERG00234_0101_SUPERCONTIG,.,95.79,214,756,403,9,0,140,353,,7,220,,5.00E-94,betweenloci
,Pseudidarnes,Sycophaga,,I29052,I23963,L304_MERG00010_0101_SUPERCONTIG,L304_MERG00011_0101_SUPERCONTIG,.,95.05,222,806,975,10,1,444,665,,295,515,,4.00E-97,withinloci
,Pseudidarnes,Yrka,,I29052,I24045,L419_MERG00010_0101_SUPERCONTIG,L420_MERG00262_0101_SUPERCONTIG,.,95.51,156,779,962,7,0,423,578,,171,326,,1.00E-64,betweenloci
,Pseudidarnes,Yrka,,I29052,I24045,L501_MERG00010_0101_SUPERCONTIG,L501_MERG00262_0101_SUPERCONTIG,.,95.19,208,756,1055,10,0,380,587,,289,496,,1.00E-91,withinloci
,Pseudometagea,Austrophotismus,,I21631,I21640,L551_MERG00101_0101_SUPERCONTIG,L552_MERG00171_0101_SUPERCONTIG,.,97.35,302,312,1342,8,0,1041,1342,,1,302,,5.00E-144,betweenloci
,Pseudometagea,Austrophotismus,,I21631,I21640,L552_MERG00101_0101_SUPERCONTIG,L552_MERG00171_0101_SUPERCONTIG,.,97.44,312,312,1170,8,0,603,914,,1,312,,1.00E-152,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L40_MERG00101_0101_SUPERCONTIG,L41_MERG00097_0101_SUPERCONTIG,.,95.06,81,1300,1450,4,0,1272,1352,,1,81,,8.00E-28,betweenloci
,Pseudometagea,Colocharis,,I21631,I12647,L525_MERG00101_0101_SUPERCONTIG,L524_MERG00097_0101_SUPERCONTIG,.,97.10,69,2088,1372,2,0,1,69,,9,77,,2.00E-24,betweenloci
,Pseudometagea,Colocharis,,I21631,I12647,L550_MERG00101_0101_SUPERCONTIG,L549_MERG00097_0101_SUPERCONTIG,.,96.10,77,992,851,3,0,525,601,,1,77,,2.00E-27,betweenloci
,Pseudometagea,Colocharis,,I21631,I12647,L46_MERG00101_0101_SUPERCONTIG,L46_MERG00097_0101_SUPERCONTIG,.,95.81,215,1103,1173,9,0,487,701,,416,630,,4.00E-97,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L549_MERG00101_0101_SUPERCONTIG,L549_MERG00097_0101_SUPERCONTIG,.,96.10,77,992,1004,3,0,681,757,,1,77,,2.00E-30,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L550_MERG00101_0101_SUPERCONTIG,L550_MERG00097_0101_SUPERCONTIG,.,96.10,77,1155,851,3,0,525,601,,1,77,,1.00E-30,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L571_MERG00101_0101_SUPERCONTIG,L571_MERG00097_0101_SUPERCONTIG,.,98.70,77,984,842,1,0,525,601,,908,984,,6.00E-34,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L580_MERG00101_0101_SUPERCONTIG,L580_MERG00097_0101_SUPERCONTIG,.,98.18,55,1406,1386,1,0,615,669,,55,1,,3.00E-21,withinloci
,Pseudometagea,Colocharis,,I21631,I12647,L636_MERG00101_0101_SUPERCONTIG,L636_MERG00097_0101_SUPERCONTIG,.,96.10,77,1598,1573,3,0,1035,1111,,1,77,,5.00E-30,withinloci
